"configuration","problem","model","data_file","status","time","variables","failures","evaluatedHalfReifiedConstraints","restarts","intVariables","paths","baseMem","objectiveBound","nodes","flatBoolConstraints","blockType","method","eliminatedImplications","trailMem","extractedViews","nSolutions","run","objective","optTime","propagators","peakMem","error","solveTime","propagations","intVars","initTime","unifiedVariables","evaluatedReifiedConstraints","flatIntVars","flatIntConstraints","flatBoolVars","backjumps","nogoods","flatTime","randomSeed","boolVariables","userDecisions","peakDepth","solutions","oracleDecisions"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","138.36744179017842","","13180","","91","6097","0","","","","9000","complete","minimize","1000","","7000","7","results_prod_new","S(6)","","11958","","","136.342883","32924429","","0.325607","0","18200","6100","14959","15200","","","1.15881","","","0","26596","","3892133"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.0485577061772","","364837","","0","13647","0","","","","21750","complete","minimize","2250","","15750","8","results_prod_new","S(13)","","30098","","","1196.945363","263474078","","0.623053","0","45150","13650","35349","36900","","","2.49626","","","0","12711","","14971298"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","12.179416060447693","","11601","","0","13647","0","","","","21900","complete","minimize","2250","","15750","5","results_prod_new","S(20)","","30429","","","8.174848","5562725","","0.564669","0","45570","13650","35530","37170","","","2.46197","","","0","27923","","367330"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","9.458158343099058","","5398","18000","","","0","","9","","5250","","minimize","250","","","2","results_prod_new","9","","","","","6.88988","5166326","","","","3150","1550","21569","21200","","","1.65434","","21017","","","",""
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","9.945133904926479","","10927","","0","13647","0","","","","21900","complete","minimize","2250","","15750","4","results_prod_new","S(20)","","30429","","","5.956879","3998311","","0.532863","0","45570","13650","35530","37170","","","2.42603","","","0","6278","","173745"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","820.1331559838727","","115072","1485000","3411","30197","0","","","","297000","complete","minimize","5000","","35000","24","results_prod_new","S(17)","","1554196","","","631.666984","2442887530","","24.218437","0","103600","30200","1564697","1569100","","","125.218","","","0","2941603","","90917754"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8260549390688539","","902","","0","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.193328","162831","","0.057899","0","4830","1550","3901","3980","","","0.340472","","","0","2959","","18758"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","UNKNOWN","1229.9947541635484","","","1485000","","","0","","","","297000","","minimize","5000","","","0","results_prod_new","","","","","","","","","","","69300","30200","1559797","1554400","","","136.337","","","","","",""
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","1099.5334744267166","","771047","","13588","30197","0","","","","49500","complete","minimize","5000","","35000","24","results_prod_new","S(17)","","69246","","","1090.162187","547908879","","1.305118","0","103600","30200","79747","84100","","","5.84888","","","0","69702","","13011405"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.8716160748153925","","1369","","0","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","0.289646","224338","","0.060569","0","4410","1550","3718","3710","","","0.316089","","","0","3756","","20705"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","487.26895448565483","","182581","1485000","0","30197","0","","","","297000","complete","minimize","5000","","35000","8","results_prod_new","S(17)","","1554196","","","297.114521","1192332658","","24.516965","0","103600","30200","1564697","1569100","","","127.167","","","0","1111379","","10697091"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","125.26905639655888","","19708","","200","6097","0","","","","9500","complete","minimize","1000","","7000","6","results_prod_new","S(8)","","13063","","","123.447544","65929827","","0.267033","0","19600","6100","15564","16100","","","1.09707","","","0","14714","","4451225"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","30.365707017481327","","160316","","0","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","29.794996","43291565","","0.05784","0","4830","1550","3901","3980","","","0.311137","","","0","3161","","736802"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","UNKNOWN","1200.5517090596259","","560121","","3","6097","0","","","","9500","complete","minimize","1000","","7000","0","results_prod_new","","","13063","","","1198.763661","610678817","","0.263287","0","19600","6100","15564","16100","","","1.04706","","","0","3258","","11298446"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.7625931529328227","","1184","","0","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.196014","240237","","0.058373","0","4830","1550","3901","3980","","","0.31164","","","0","3026","","22193"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","99.61704817134887","","39679","","0","6097","0","","","","9500","complete","minimize","1000","","7000","5","results_prod_new","S(16)","","13063","","","97.807999","52523352","","0.266349","0","19600","6100","15564","16100","","","1.04394","","","0","15007","","4082667"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","2.81774771399796","","586","18000","0","1547","0","","","","5350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","21240","","","0.317371","1693623","","0.2988","0","4830","1550","21891","21980","","","1.57024","","","0","36450","","188627"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","41.383368253707886","","26261","","0","6097","0","","","","9500","complete","minimize","1000","","7000","5","results_prod_new","S(16)","","13063","","","39.607203","22294066","","0.267334","0","19600","6100","15564","16100","","","1.04796","","","0","15027","","1740755"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","214.7642394034192","","56020","499500","1437","13647","0","","","","105000","complete","minimize","2250","","15750","4","results_prod_new","S(14)","","529568","","","150.998317","566436178","","8.09582","0","45150","13650","534819","536400","","","42.3518","","","0","984982","","21583174"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.9006408518180251","","7076","","0","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","1.357313","1584289","","0.056748","0","4550","1550","3779","3800","","","0.299025","","","0","3583","","119539"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","5.90833161957562","","14039","","0","6097","0","","","","9800","complete","minimize","1000","","7000","8","results_prod_new","S(13)","","13726","","","3.93077","3235852","","0.253138","0","20440","6100","15927","16640","","","1.20489","","","0","13357","","162816"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","518.1156137818471","","764222","","0","30197","0","","","","49500","complete","minimize","5000","","35000","12","results_prod_new","S(17)","","69246","","","508.718173","286153482","","1.317742","0","103600","30200","79747","84100","","","5.93948","","","0","14748","","5522696"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.0575102195144","","54950","","0","30197","0","","","","47500","complete","minimize","5000","","35000","3","results_prod_new","S(24)","","64838","","","1193.225619","142376113","","1.683347","0","98000","30200","77339","80500","","","5.18485","","","0","43660","","10499767"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","UNKNOWN","1210.598353006877","","","499500","","","0","","","","105150","","minimize","2250","","","0","results_prod_new","","","","","","","","","","","30660","13650","532870","530280","","","44.8713","","","","","",""
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.3466494344174862","","4352","","117","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","0.706828","670126","","0.058778","0","4550","1550","3779","3800","","","0.331752","","","0","3587","","63714"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.0794080346823","","23153","","15","30197","0","","","","48750","complete","minimize","5000","","35000","0","results_prod_new","","","67593","","","1193.023017","275020902","","1.440346","0","101500","30200","78844","82750","","","5.63828","","","0","11120","","4733081"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","5.297317761927843","","38861","","550","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","4.633135","3535051","","0.060426","0","4620","1488","3738","3810","","","0.357771","","","0","3166","","162887"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","330.27670356445014","","34909","1485000","0","30197","0","","","","296250","complete","minimize","5000","","35000","4","results_prod_new","S(16)","","1552543","","","139.005891","463814626","","24.959224","0","101500","30200","1563794","1567750","","","126.94","","","0","1337055","","6318460"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.9382695956155658","","1383","","0","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(4)","","3250","","","0.254837","298078","","0.066498","0","4830","1550","3901","3980","","","0.321238","","","0","3294","","27953"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","11.596671191044152","","6117","","0","13647","0","","","","21900","complete","minimize","2250","","15750","9","results_prod_new","S(20)","","30429","","","7.336557","3519808","","0.545113","0","45570","13650","35530","37170","","","2.51874","","","0","27967","","248098"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","832.5190990138799","","163998","","353","13647","0","","","","21000","complete","minimize","2250","","15750","9","results_prod_new","S(8)","","28443","","","828.618151","231339334","","0.747495","0","43050","13650","34444","35550","","","2.24431","","","0","48361","","20565333"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","2.3922832971438766","","11980","","12","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","1.765812","1409476","","0.058682","0","4550","1550","3779","3800","","","0.314049","","","0","3486","","123816"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","77.21355565544218","368180","14284","","6","","0","0.0","","601625","34000","","minimize","1000","0.63","","6","results_prod_new","15","56.506","305196","0.0","","58.032","226352133","6099","2.575","","160300","6099","161595","160400","558606","14284","13.0964","38958265","362079","","5321","",""
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","SATISFIED","1230.1352625172585","","","","","","0","","","","297000","","minimize","5000","","","1","results_prod_new","S(50)","","","","","","","","","","1554300","30199","1559698","1554400","","","134.178","","","","","",""
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","1.0003126375377178","","1149","","30","1547","0","","","","2350","complete","minimize","250","","1750","6","results_prod_new","S(4)","","3250","","","0.305127","342886","","0.064337","0","4830","1550","3901","3980","","","0.33555","","","0","3459","","35621"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","139.19563653413206","","114941","147000","3456","6097","0","","","","34100","complete","minimize","1000","","7000","1","results_prod_new","S(20)","","160264","","","120.90994","570396426","","2.247502","0","19880","6100","162665","163280","","","12.0764","","","0","275420","","4591093"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1231.424511168152","","","","","","0","","","","295000","","minimize","5000","","","1","results_prod_new","S(50)","","","","","","","","","","1551500","30199","1557690","1552000","","","138.597","","","","","",""
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","SATISFIED","1200.610453764908","","869825","","0","6097","0","","","","9000","complete","minimize","1000","","7000","2","results_prod_new","S(7)","","11958","","","1198.662711","297770076","","0.332157","0","18200","6100","14959","15200","","","1.07883","","","0","25671","","24531318"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","734.0178920794278","","25845","147000","","","0","","13","","34300","","minimize","1000","","","8","results_prod_new","13","","","","","713.761","134704904","","","","13720","6100","161947","160760","","","13.8402","","159615","","","",""
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","SATISFIED","1202.154290835373","","396391","","0","30197","0","","","","49000","complete","minimize","5000","","35000","5","results_prod_new","S(30)","","68144","","","1192.918007","471647287","","1.504503","0","102200","30200","79145","83200","","","5.67201","","","0","20135","","16145069"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.3342002797872","","355080","","45","30197","0","","","","49000","complete","minimize","5000","","35000","0","results_prod_new","","","68144","","","1192.96578","267852245","","1.4759","0","102200","30200","79145","83200","","","5.66407","","","0","61487","","4894488"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","OPTIMAL_SOLUTION","360.52071257680655","","34451","1485000","0","30197","0","","","","295000","complete","minimize","5000","","35000","10","results_prod_new","S(11)","","1549788","","","168.595443","823855194","","24.603916","0","98000","30200","1562289","1565500","","","129.208","","","0","1374029","","12512574"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","887.2255531745031","","377815","","5232","30197","0","","","","49500","complete","minimize","5000","","35000","25","results_prod_new","S(17)","","69246","","","878.108301","345024785","","1.346531","0","103600","30200","79747","84100","","","5.69821","","","0","56118","","8433628"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1201.9818687532097","","55310","","290","30197","0","","","","48750","complete","minimize","5000","","35000","4","results_prod_new","S(19)","","67593","","","1192.679115","174811729","","1.444856","0","101500","30200","78844","82750","","","5.93448","","","0","61357","","9468709"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","25.20361900050193","","1738","147000","47","6097","0","","","","34000","complete","minimize","1000","","7000","6","results_prod_new","S(8)","","160043","","","6.633429","44967597","","2.321741","0","19600","6100","162544","163100","","","12.2159","","","0","290957","","1917378"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.98555094935","","249717","","0","13647","0","","","","21000","complete","minimize","2250","","15750","2","results_prod_new","S(9)","","28443","","","1197.010513","187817573","","0.74533","0","43050","13650","34444","35550","","","2.28786","","","0","27725","","15837924"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.9435860449448228","","1140","","19","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(4)","","3250","","","0.228955","278195","","0.066006","0","4830","1550","3901","3980","","","0.344374","","","0","3294","","27845"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","12.071995711885393","","5845","18000","","","0","","6","","5350","","minimize","250","","","5","results_prod_new","6","","","","","9.56109","15368168","","","","3290","1550","21671","21320","","","1.6504","","21661","","","",""
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.2674942640588","","86588","","0","13647","0","","","","21750","complete","minimize","2250","","15750","0","results_prod_new","","","30098","","","1196.830035","327393663","","0.644429","0","45150","13650","35349","36900","","","2.58357","","","0","10748","","19422675"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1200.9854453578591","","145605","","0","13647","0","","","","21750","complete","minimize","2250","","15750","3","results_prod_new","S(14)","","30098","","","1197.120198","302686345","","0.617546","0","45150","13650","35349","36900","","","2.30111","","","0","16136","","18514463"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","UNKNOWN","1203.2226830497384","","","147000","","","0","","","","34000","","minimize","1000","","","0","results_prod_new","","","","","","","","","","","13300","6100","161644","160400","","","13.0393","","","","","",""
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","636.8579776408151","","124625","","768","13647","0","","","","21750","complete","minimize","2250","","15750","7","results_prod_new","S(13)","","30098","","","632.93597","271327008","","0.627156","0","45150","13650","35349","36900","","","2.36038","","","0","31162","","10497875"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","UNKNOWN","1204.484920966439","","","147000","","","0","","","","29500","","minimize","1000","","","0","results_prod_new","","","","","","","","","","","7000","6100","158004","155000","","","12.7128","","","","","",""
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","44.71211845241487","","89566","16560","","","0","","5","","5010","","minimize","240","","","6","results_prod_new","5","","","","","42.4183","64346459","","","","3150","1488","20078","19740","","","1.48361","","20433","","","",""
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","171.9377098819241","","65238","499500","0","13647","0","","","","105000","complete","minimize","2250","","15750","5","results_prod_new","S(14)","","529568","","","104.266808","348759750","","8.091895","0","45150","13650","534819","536400","","","46.1706","","","0","422810","","3261192"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","SATISFIED","1202.230762206018","","395701","","0","30197","0","","","","49000","complete","minimize","5000","","35000","8","results_prod_new","S(26)","","68144","","","1193.121236","486042625","","1.584134","0","102200","30200","79145","83200","","","5.41334","","","0","23873","","15345631"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","12.144621615298092","","80731","","0","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","11.349276","13067685","","0.062249","0","4620","1488","3738","3810","","","0.358431","","","0","3143","","743265"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","4.197809022851288","","3417","","38","1547","0","","","","2350","complete","minimize","250","","1750","6","results_prod_new","S(4)","","3250","","","3.631855","3670212","","0.060597","0","4830","1550","3901","3980","","","0.311071","","","0","3371","","294928"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8738532392308116","","1109","","13","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.196603","242681","","0.05833","0","4830","1550","3901","3980","","","0.341357","","","0","3004","","22929"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","UNKNOWN","1200.5927776349708","19968","1771473","16560","0","","0","","","3543127","3960","","minimize","240","","","0","results_prod_new","","","22489","","","1198.58","1029516245","","0.170101","","1680","1488","19220","18480","","","1.41733","","","","210","0",""
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","63.00268614478409","","37022","","0","30197","0","","","","49000","complete","minimize","5000","","35000","7","results_prod_new","S(30)","","68144","","","54.551654","25522044","","1.209132","0","102200","30200","79145","83200","","","5.22609","","","0","13952","","949079"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1211.5340411374345","","","","","","0","","","","105450","","minimize","2250","","","3","results_prod_new","S(28)","","","","","","","","","","530580","13649","533098","530640","","","48.0576","","","","","",""
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.1124886227772","","65260","","0","30197","0","","","","48750","complete","minimize","5000","","35000","0","results_prod_new","","","67593","","","1192.754195","307194784","","1.628489","0","101500","30200","78844","82750","","","5.72205","","","0","25776","","7714732"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","62.049904726445675","","11871","","99","6097","0","","","","9000","complete","minimize","1000","","7000","8","results_prod_new","S(6)","","11958","","","60.08214","16054991","","0.327842","0","18200","6100","14959","15200","","","1.1609","","","0","27331","","1623908"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","5.526981832459569","52190","7246","","2","","0","0.0","","96675","5250","","minimize","250","0.12","","2","results_prod_new","9","2.246","38596","0.0","","3.004","18040930","1549","0.328","","21150","1549","21545","21200","86839","7246","1.64969","432038122","50639","","1323","",""
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.548435717821121","","31896","","0","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","3.865606","2485220","","0.063431","0","4620","1488","3738","3810","","","0.362878","","","0","3127","","122648"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","7.743488861247897","","5652","","0","13647","0","","","","21900","complete","minimize","2250","","15750","6","results_prod_new","S(20)","","30429","","","3.580202","2455436","","0.542984","0","45570","13650","35530","37170","","","2.54024","","","0","27744","","178616"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1230.4062320310622","","","1485000","","","0","","","","296500","","minimize","5000","","","0","results_prod_new","","","","","","","","","","","68600","30200","1559295","1553800","","","140.615","","","","","",""
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1201.0250111846253","","379225","","0","13647","0","","","","21750","complete","minimize","2250","","15750","3","results_prod_new","S(17)","","30098","","","1197.042427","269641493","","0.632353","0","45150","13650","35349","36900","","","2.40324","","","0","10794","","16205335"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","21.753425538539886","","28100","","0","6097","0","","","","9500","complete","minimize","1000","","7000","5","results_prod_new","S(8)","","13063","","","19.84115","12097818","","0.269162","0","19600","6100","15564","16100","","","1.05905","","","0","14426","","710477"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","UNKNOWN","1200.9596389699727","","172676","","15","13647","0","","","","22200","complete","minimize","2250","","15750","0","results_prod_new","","","31091","","","1197.222202","473489705","","0.562131","0","46410","13650","35892","37710","","","2.25159","","","0","26430","","8024444"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","170.48379701655358","","50553","499500","2224","13647","0","","","","105450","complete","minimize","2250","","15750","17","results_prod_new","S(13)","","530561","","","104.480606","440959395","","8.027864","0","46410","13650","535362","537210","","","44.1508","","","0","536239","","10655474"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","OPTIMAL_SOLUTION","433.5361239993945","","25489","1485000","332","30197","0","","","","295000","complete","minimize","5000","","35000","13","results_prod_new","S(11)","","1549788","","","243.967783","1876269535","","24.882115","0","98000","30200","1562289","1565500","","","126.285","","","0","3004897","","43759027"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","25.36618605721742","","12952","","205","6097","0","","","","9800","complete","minimize","1000","","7000","8","results_prod_new","S(13)","","13726","","","23.512797","24659091","","0.251552","0","20440","6100","15927","16640","","","1.12116","","","0","14512","","6377027"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","SATISFIED","1203.154028005898","","33936","147000","","","0","","2","","33500","","minimize","1000","","","1","results_prod_new","S(20)","","","","","467.666","64949517","","","","12600","6100","161139","159800","","","13.6201","","159154","","","",""
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.0919918715954","","164943","","160","13647","0","","","","21000","complete","minimize","2250","","15750","8","results_prod_new","S(9)","","28443","","","1196.795487","214969622","","0.78864","0","43050","13650","34444","35550","","","2.45894","","","0","48693","","19807506"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1230.9479209259152","","","1485000","","","0","","","","296250","","minimize","5000","","","0","results_prod_new","","","","","","","","","","","68250","30200","1559044","1553500","","","145.135","","","","","",""
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","535.6467296835035","","27007","1485000","656","30197","0","","","","296500","complete","minimize","5000","","35000","10","results_prod_new","S(30)","","1553094","","","346.747357","1287165733","","23.834255","0","102200","30200","1564095","1568200","","","124.686","","","0","1714390","","39211498"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","562.1585624525324","","318434","","0","30197","0","","","","49000","complete","minimize","5000","","35000","5","results_prod_new","S(24)","","68144","","","552.80545","134311243","","1.517339","0","102200","30200","79145","83200","","","5.63305","","","0","19653","","3835154"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","3.2460974231362343","","22034","","0","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","2.476677","1975280","","0.063716","0","4620","1488","3738","3810","","","0.36629","","","0","3090","","87170"
